TimeStamp,T0.56,Td,Tgrass,Tw,RH,U0.56,U1.12,U2.24,U4.48,U5,U6.4,Sb,Ldw(uc),Luw(uc),Rn,Sdw,Suw
timestamp,degC,degC,degC,degC,%,m/s,m/s,m/s,m/s,m/s,m/s,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2
03/10/2019 17:10,12.16,12.13,11.18,8.79,62.9,1.1,1,1.4,1.6,1.4,1.8,-1.5,-12.7,-14.9,-4,7.9,1.3
03/10/2019 17:15,12.16,12.14,11.26,8.78,62.9,0.6,0.6,0.9,1.1,1,1.5,-1.3,-13.3,-14.7,1.7,5.7,0.3
03/10/2019 17:20,12.11,12.13,11.28,8.72,62.9,0.9,0.9,1.2,1.5,1.6,1.8,-0.9,-13.8,-14.7,1.2,2.9,-0.5
03/10/2019 17:25,12.07,12.12,11.23,8.73,63.2,0.9,0.9,1.4,1.8,1.7,2.1,-0.7,-14.2,-14.7,0.2,2.1,-1
03/10/2019 17:30,12.05,12.09,11.26,8.72,63.6,1.4,1.4,2,2.4,2.4,2.6,-0.5,-14.4,-14.9,-0.6,0.7,-1.4
03/10/2019 17:35,11.99,12.06,11.19,8.74,64.2,1.1,1.2,1.6,2.1,2.1,2.4,-0.3,-14.6,-14.9,0.7,-0.4,-1.6
03/10/2019 17:40,11.94,12.04,11.25,8.77,64.5,0.8,0.9,1.2,1.5,1.7,1.7,-0.5,-14.4,-14.7,-0.4,-1.5,-1.8
03/10/2019 17:45,11.91,12,11.19,8.8,64.9,0.8,1,1.3,1.7,1.7,1.9,-0.9,-14,-14.7,-1.7,-2,-2
03/10/2019 17:50,11.74,11.97,11.07,8.8,65.3,1.2,1.2,1.7,2,1.9,2.2,-0.5,-13.8,-14.9,-18.2,-3.1,-1.8
03/10/2019 17:55,11.55,11.89,10.6,8.81,66.2,1,1.1,1.4,1.6,1.7,2,0.1,-12.7,-14.7,-34.5,-4.5,-1.8
03/10/2019 18:00,11.09,11.77,9.98,8.88,67.9,1.2,1,1.6,1.9,1.9,2.2,0.9,-11.4,-14.7,-59.9,-6.9,-1.4
03/10/2019 18:05,11.25,11.62,9.88,8.91,69.7,1.5,1.3,2.1,2.5,2.4,2.9,0.7,-10.7,-14.7,-70,-6.7,-1.2
03/10/2019 18:10,9.81,11.41,9.52,9,72.4,0.8,0.9,1.3,1.8,1.7,2.1,3,-6.8,-14.2,-77,-8.3,-0.8
03/10/2019 18:15,9.52,11.2,9.37,9.02,74.4,1.2,1.2,1.7,2.2,2.1,2.6,3.6,-5.7,-14.2,-72.3,-8,-0.1
03/10/2019 18:20,9.72,11.09,9.34,9.05,75.9,1.1,1.1,1.5,1.9,1.8,2.1,1.6,-5.7,-14.4,-56.8,-6.9,0.3
03/10/2019 18:25,9.57,10.99,9.37,9.11,77.6,0.9,1,1.3,1.5,1.4,1.7,0.7,-5,-14.2,-48.2,-6.4,0.3
03/10/2019 18:30,9.74,10.85,9.39,9.12,79,0.9,1,1.3,1.6,1.7,2,0.3,-4.6,-14.2,-51.1,-6.1,0.3
03/10/2019 18:35,9.54,10.77,9.41,9.14,80.3,0.9,1,1.5,1.9,2,2.2,0.1,-4.6,-14.2,-47.7,-5.6,0.3
03/10/2019 18:40,9.37,10.67,9.43,9.16,81.7,1.1,1,1.5,1.9,1.9,2.2,0.3,-4.2,-14.9,-41.5,-5.3,0.3
03/10/2019 18:45,9.55,10.61,9.45,9.17,82.6,1.3,1.4,2,2.3,2.3,2.5,-0.1,-4.2,-13.5,-45.4,-4.8,0.3
03/10/2019 18:50,10.06,10.6,9.49,9.23,83.2,0.7,0.8,1.1,1.6,1.6,1.9,-1.1,-4.2,-14.2,-35,-4.2,0.1
03/10/2019 18:55,10.38,10.61,9.55,9.28,83.7,0.9,1,1.4,1.8,1.7,2.1,-1.7,-4.2,-14,-37.4,-3.9,-0.1
03/10/2019 19:00,10.49,10.64,9.59,9.32,84.2,1,1,1.4,1.8,1.8,2.1,-1.7,-4.2,-14,-35.8,-3.7,-0.1
03/10/2019 19:05,9.93,10.68,9.66,9.43,85.1,1,1,1.4,1.8,1.8,2,-0.9,-4.6,-14,-31.4,-3.9,-0.1
03/10/2019 19:10,10.07,10.66,9.74,9.53,86.2,0.9,1.1,1.7,2.1,2.1,2.3,-0.5,-5,-13.7,-29.3,-2.8,-0.1
03/10/2019 19:15,10.28,10.68,9.83,9.61,87.1,1.1,1.1,1.8,2.1,2,2.4,-0.9,-5.2,-13.5,-26.2,-2.6,-0.1
03/10/2019 19:20,10.5,10.71,9.91,9.71,87.8,1.4,1.4,2,2.3,2.2,2.6,-1.5,-5.7,-13.3,-23.1,-2.6,-0.3
03/10/2019 19:25,10.55,10.76,9.97,9.79,88.2,0.9,1,1.4,1.9,1.9,2.1,-1.5,-6.6,-13.1,-20.3,-2.6,-0.3
03/10/2019 19:30,10.7,10.79,10.04,9.86,88.6,1.5,1.4,2,2.5,2.5,2.8,-1.5,-6.6,-12.6,-22.6,-2.3,-0.3
03/10/2019 19:35,10.71,10.88,10.13,9.94,88.8,1.1,1,1.6,2.2,2.1,2.5,-1.5,-5.7,-12.4,-22.1,-2.8,-0.3
03/10/2019 19:40,10.79,10.93,10.18,10,89,1.3,1.3,1.8,2,2,2.3,-1.1,-5.7,-12.2,-24.2,-3.1,-0.3
03/10/2019 19:45,10.86,10.95,10.21,10.05,89.1,1,1.1,1.5,1.8,1.8,2.1,-1.1,-6.1,-11.9,-23.4,-3.1,-0.5
03/10/2019 19:50,10.94,10.99,10.26,10.1,89.2,1.2,1.3,1.6,2,2.1,2.4,-1.3,-5.7,-11.7,-21.8,-3.1,-0.5
03/10/2019 19:55,10.98,11.05,10.32,10.14,89.2,1.2,1.1,1.6,1.9,2,2.2,-1.5,-4.8,-11.5,-21.6,-3.1,-0.5
03/10/2019 20:00,11.06,11.08,10.37,10.18,89.2,1.2,1.4,1.9,2.2,2,2.4,-1.7,-5,-11.3,-26.8,-2.8,-0.5
03/10/2019 20:05,11.02,11.12,10.39,10.22,89.2,0.9,0.9,1.3,1.5,1.5,1.5,-1.5,-5.2,-11,-22.9,-3.1,-0.8
03/10/2019 20:10,11.05,11.16,10.44,10.29,89.3,0.6,0.7,1,1.2,1.1,1.4,-1.3,-4.8,-10.8,-15.1,-3.1,-0.8
03/10/2019 20:15,11.16,11.2,10.48,10.33,89.3,0.9,0.9,1.2,1.6,1.6,1.9,-1.5,-6.3,-10.8,-19.8,-3.1,-0.8
03/10/2019 20:20,11.2,11.22,10.41,10.33,89.2,1.1,1.1,1.5,1.8,1.9,2.1,-1.1,-9.2,-10.8,-30.1,-3.4,-0.5
03/10/2019 20:25,11.19,11.24,10.53,10.36,89.3,0.8,1,1.3,1.6,1.7,1.9,-1.3,-3.7,-11.7,-21.8,-2.8,-0.8
03/10/2019 20:30,11.18,11.27,10.6,10.39,89.4,1,1.1,1.5,2,2,2.3,-1.1,-3.5,-10.3,-24.7,-2.8,-1
03/10/2019 20:35,11.23,11.29,10.62,10.41,89.4,0.8,1,1.3,1.8,1.8,2.1,-1.1,-3.5,-10.6,-21.3,-2.8,-1
03/10/2019 20:40,11.22,11.31,10.66,10.45,89.6,0.9,0.9,1.4,1.7,1.8,1.9,-1.1,-3.3,-10.8,-20.8,-2.8,-1
03/10/2019 20:45,10.97,11.32,10.71,10.5,89.9,0.7,0.8,1.1,1.4,1.5,1.7,-0.7,-2.6,-10.8,-16.9,-3.4,-1.2
03/10/2019 20:50,10.74,11.33,10.75,10.55,90.3,0.5,0.8,1,1.4,1.5,1.8,-0.1,-2.2,-11.3,-13.8,-3.7,-1.2
03/10/2019 20:55,10.67,11.35,10.81,10.63,91,0.7,0.8,1.2,1.5,1.5,1.7,-0.1,-2.4,-11.3,-8.6,-3.4,-1.2
03/10/2019 21:00,10.73,11.37,10.9,10.7,91.7,0.9,0.9,1.3,1.7,1.7,1.9,-0.5,-2.4,-10.8,-8.1,-3.1,-1.2
03/10/2019 21:05,10.86,11.44,11.01,10.82,92.4,0.9,1,1.4,1.7,1.6,1.8,-1.1,-2.2,-10.3,-6.6,-2.8,-1.2
03/10/2019 21:10,11,11.53,11.11,10.93,92.9,1,1.1,1.5,1.8,1.7,1.9,-1.3,-2,-6.5,-6.1,-2.8,-1.2
03/10/2019 21:15,11.27,11.73,11.35,11.15,93.5,0.9,0.9,1.3,1.5,1.6,1.9,-2.1,-2,-6.7,-3.5,-2.3,-1
03/10/2019 21:20,11.58,11.99,11.62,11.44,93.9,1,1,1.3,1.7,1.7,1.9,-2.7,-2.2,-4.7,-2.2,-2,-1
03/10/2019 21:25,11.77,12.18,11.79,11.67,94.1,0.7,0.7,1,1.3,1.5,1.5,-2.7,-2.2,-4.9,-2.4,-2,-0.8
03/10/2019 21:30,11.9,12.31,11.92,11.8,94.2,1.4,1.4,1.7,2.2,2.3,2.5,-2.5,-2.4,-2.6,-5.5,-2.3,-1
03/10/2019 21:35,11.97,12.4,12,11.9,94.1,0.8,0.9,1.1,1.4,1.5,1.6,-2.1,-2.4,-2.6,-3.5,-2.6,-1
03/10/2019 21:40,12.01,12.44,12.04,11.94,94.1,0.9,0.9,1.1,1.3,1.8,1.4,-1.7,-2.4,-2.4,-4.5,-2.6,-1.2
03/10/2019 21:45,12.05,12.47,12.09,11.99,94.2,0.8,0.9,1.1,1.4,1.7,1.6,-1.3,-2.4,-2.2,-3.5,-2.6,-1.2
03/10/2019 21:50,12.09,12.51,12.13,12.04,94.3,1.6,1.5,1.9,2.1,2.1,2.1,-1.1,-2.4,-2.2,-4,-2.8,-1.4
03/10/2019 21:55,12.1,12.53,12.15,12.06,94.3,1.3,1.3,1.8,2.2,2.5,2.6,-0.9,-2.4,0.3,-3.5,-2.8,-1.4
03/10/2019 22:00,12.13,12.55,12.19,12.1,94.5,1.4,1.3,1.7,2.1,2.1,2.5,-0.9,-2.6,-1,-2.9,-2.8,-1.6
03/10/2019 22:05,12.16,12.57,12.22,12.13,94.6,1.4,1.2,1.8,2.1,2,2.4,-1.1,-2.6,0.1,-1.4,-2.8,-1.6
03/10/2019 22:10,12.23,12.61,12.27,12.18,94.8,1.5,1.6,1.9,2.1,2.1,2.4,-1.1,-2.8,1.2,-1.7,-2.8,-1.6
03/10/2019 22:15,12.26,12.64,12.31,12.22,94.8,1.3,1.3,1.6,1.9,1.9,2.3,-1.1,-3.1,2.6,-2.7,-2.8,-1.6
03/10/2019 22:20,12.29,12.67,12.34,12.26,94.9,1.1,1.1,1.6,1.8,2.1,2.2,-1.1,-2.8,2.8,-2.7,-2.8,-1.6
03/10/2019 22:25,12.34,12.7,12.38,12.28,94.9,2,2,2.4,2.7,2.8,3.2,-1.1,-3.1,4.2,-5,-2.8,-1.4
03/10/2019 22:30,12.39,12.75,12.41,12.33,94.8,1.5,1.5,1.8,2.3,2.5,2.5,-1.1,-2.8,4.6,-4.2,-2.8,-1.4
03/10/2019 22:35,12.46,12.79,12.45,12.36,94.8,1.6,1.6,1.8,2.2,2.2,2.3,-1.3,-2.8,6,-5.3,-2.8,-1.2
03/10/2019 22:40,12.5,12.81,12.47,12.39,94.7,1.7,1.5,2,2.2,2.5,2.5,-1.3,-2.8,5.3,-4.5,-2.8,-1.4
03/10/2019 22:45,12.6,12.89,12.53,12.45,94.7,2.1,1.8,2.3,2.7,2.9,2.7,-1.5,-2.8,6.9,-6.3,-2.8,-1.2
03/10/2019 22:50,12.65,12.94,12.58,12.5,94.6,1.5,1.3,1.8,2,2.1,2.1,-1.5,-2.8,7.1,-4.2,-2.8,-1.2
03/10/2019 22:55,12.66,12.98,12.61,12.55,94.6,1.8,1.6,2.2,2.5,2.4,2.6,-1.1,-2.6,7.8,-4.8,-2.8,-1.4
03/10/2019 23:00,12.62,13.02,12.66,12.59,94.7,1.5,1.4,1.9,2.1,2.1,2.3,-0.9,-2.2,8,-1.9,-2.8,-1.4
03/10/2019 23:05,12.66,13.05,12.68,12.64,94.9,1.3,1,1.6,1.9,2,2.1,-0.9,-2.8,8.5,-0.6,-2.8,-1.6
03/10/2019 23:10,12.7,13.06,12.69,12.67,95,1.4,1.2,1.7,2,2,2.1,-0.9,-3.1,8.9,-0.1,-2.8,-1.8
03/10/2019 23:15,12.76,13.1,12.76,12.73,95.3,1.3,1.1,1.4,1.5,1.7,1.6,-1.1,-3.3,11.4,0.7,-2.6,-1.8
03/10/2019 23:20,12.83,13.16,12.79,12.8,95.4,1.4,1.1,1.7,2.1,2.1,2.1,-1.1,-3.9,12.1,-0.9,-2.6,-1.6
03/10/2019 23:25,12.96,13.27,12.88,12.91,95.7,1.4,1.2,1.7,2,1.9,2.2,-1.3,-4.6,13,-1.1,-2.6,-1.6
03/10/2019 23:30,13.01,13.32,12.82,12.99,95.8,1.5,1.2,1.7,2,1.9,2.1,-1.1,-11.4,13.5,-13.8,-2.8,-1.6
03/10/2019 23:35,12.85,13.26,12.26,12.96,95.9,0.9,0.8,1.2,1.5,1.8,1.8,-0.1,-24.7,13.7,-39.7,-4.2,-1.4
03/10/2019 23:40,12.89,13.23,12.07,12.93,95.9,1.3,1.1,1.6,1.9,1.9,2,-0.1,-17.5,12.8,-24.7,-3.9,-1.2
03/10/2019 23:45,13.07,13.36,12.75,13.05,96.1,0.9,0.8,1.1,1.3,1.4,1.4,-1.5,-7,13.9,-1.4,-2.3,-1.4
03/10/2019 23:50,13.25,13.48,13,13.18,96.2,1.3,1,1.6,1.8,1.9,1.9,-2.1,-3.9,14.4,3,-2.3,-1.6
03/10/2019 23:55,13.33,13.57,13.2,13.27,96.3,0.9,0.8,1.1,1.3,1.4,1.5,-2.1,-3.1,15.7,5.3,-2,-1.6
04/10/2019 00:00,13.38,13.61,13.29,13.32,96.3,1.4,1.2,1.7,2,2.1,2.2,-1.7,-2.2,17.1,6.4,-2.3,-1.8
04/10/2019 00:05,13.44,13.68,13.37,13.4,96.3,2.5,2.1,2.8,3.3,3.5,3.7,-1.1,-3.9,21.6,1.5,-2.6,-1.6
04/10/2019 00:10,13.39,13.63,13.32,13.32,96,2.6,2.2,3.1,3.5,3.7,3.9,-0.5,-5.2,23.7,-3.7,-2.8,-1.2
04/10/2019 00:15,13.38,13.59,13.22,13.26,95.4,2.3,2,2.6,2.8,2.8,2.9,-0.3,-8.1,23.2,-10.7,-3.1,-0.8
04/10/2019 00:20,13.44,13.53,13.1,13.16,94.8,2,1.7,2.4,2.8,2.9,3,-0.3,-9.4,22.1,-14.1,-3.4,-0.8
04/10/2019 00:25,13.67,13.46,12.9,13.07,94.2,2.5,2.2,2.9,3.1,3.2,3.2,-0.3,-18.1,20.7,-30.4,-3.4,-0.3
04/10/2019 00:30,13.65,13.36,12.54,12.93,93.3,2.5,2.1,3,3.2,3.4,3.4,0.1,-35.6,18.7,-52.6,-4.2,-0.1
04/10/2019 00:35,13.45,13.29,12.41,12.8,92.5,1.9,1.5,2.3,2.7,2.8,2.8,0.5,-31.3,14.2,-47.5,-4.2,-0.1
04/10/2019 00:40,13.32,13.19,12.2,12.69,92.1,1.7,1.5,2,2.2,2.3,2.4,0.1,-32.1,10.5,-42.8,-4.2,-0.5
04/10/2019 00:45,13.21,13.12,12.05,12.56,91.7,1.8,1.6,2.3,2.7,2.8,2.9,0.3,-34.8,10.1,-48.5,-4.2,-0.3
04/10/2019 00:50,13.22,13.1,11.96,12.48,91.3,2.2,1.8,2.6,3,3.1,3.1,-0.1,-35.2,9.8,-51.9,-3.9,-0.1
04/10/2019 00:55,13.17,13.11,11.91,12.41,90.8,2.3,1.8,2.7,3.1,3.2,3.3,-0.3,-36.3,9.2,-52.4,-3.9,-0.1
04/10/2019 01:00,13.1,13.07,11.78,12.33,90.6,1.8,1.5,2.2,2.5,2.7,2.7,-0.3,-36.1,8.9,-48,-4.2,-0.1
04/10/2019 01:05,13.05,13.04,11.69,12.26,90.6,2,1.7,2.3,2.7,2.8,2.8,-0.3,-35.6,8.7,-49,-3.9,-0.1
04/10/2019 01:10,13.02,13.05,11.72,12.21,90.2,2,1.7,2.3,2.5,2.6,2.7,-0.5,-35.6,8.9,-52.6,-3.7,0.1
04/10/2019 01:15,12.89,13.02,11.58,12.15,89.9,1.2,1,1.4,1.7,1.8,1.8,-0.3,-35.8,8.5,-48.8,-3.9,-0.1
04/10/2019 01:20,12.82,12.98,11.54,12.11,89.8,1.4,1.1,1.6,1.9,1.8,2,-0.1,-35,8.5,-47.7,-3.7,-0.1
04/10/2019 01:25,12.94,12.91,11.47,12.03,89.6,1.6,1.3,1.9,2.2,2.4,2.3,-0.7,-33.2,8.3,-45.4,-3.4,-0.1
04/10/2019 01:30,12.79,12.88,11.46,12,89.4,1,0.9,1.3,1.5,1.5,1.6,-0.7,-28.2,8,-40.7,-3.1,-0.1
04/10/2019 01:35,12.8,12.87,11.67,12,89.6,0.7,0.6,1,1.2,1.2,1.3,-1.1,-12.5,7.8,-19.3,-2,-0.5
04/10/2019 01:40,12.92,12.91,11.91,12,89.6,1.1,0.9,1.4,1.7,1.8,1.9,-1.5,-7.4,8.3,-21.1,-1.5,-0.3
04/10/2019 01:45,12.91,12.92,11.98,12.01,89.5,0.9,0.8,1.2,1.4,1.4,1.5,-1.5,-7.2,8.5,-19.8,-1.5,-0.5
04/10/2019 01:50,12.83,12.91,11.97,12.01,89.5,1,0.8,1.3,1.6,1.8,1.7,-1.1,-8.1,8.3,-18.2,-1.7,-0.8
04/10/2019 01:55,12.86,12.88,11.97,11.97,89.4,1.3,1.1,1.6,1.9,2,2,-1.1,-8.7,8.7,-24.2,-1.7,-0.8
04/10/2019 02:00,12.81,12.88,11.93,11.93,89.2,1.5,1.2,1.8,2.1,2.1,2.3,-0.7,-11.8,8.7,-31.2,-1.7,-0.5
04/10/2019 02:05,12.86,12.87,11.87,11.91,89,1.8,1.6,2.1,2.5,2.5,2.7,-0.5,-16,8.5,-35,-1.7,-0.5
04/10/2019 02:10,12.8,12.83,11.65,11.86,88.7,2.1,1.7,2.5,2.8,2.9,2.9,0.1,-29.7,8,-49.8,-2.3,-0.5
04/10/2019 02:15,12.7,12.79,11.33,11.77,88,2,1.7,2.4,2.8,2.9,3,0.3,-43.9,6.7,-63.5,-3.1,-0.1
04/10/2019 02:20,12.61,12.72,11.05,11.67,87.7,1.7,1.4,2,2.3,2.4,2.4,0.5,-45,6,-58.1,-3.9,-0.3
04/10/2019 02:25,12.49,12.66,11.02,11.59,87.4,1.8,1.5,2.1,2.5,2.6,2.6,0.3,-48.1,5.1,-62.5,-3.7,-0.1
04/10/2019 02:30,12.33,12.57,10.67,11.49,87.4,1.5,1.2,1.8,2.1,2.2,2.3,0.5,-61.9,4.6,-72,-4.8,-0.3
04/10/2019 02:35,12.29,12.44,10.52,11.39,87.5,2.3,2,2.7,3,3.1,3.1,0.5,-65.8,5.1,-74.4,-5,-0.1
04/10/2019 02:40,12.18,12.37,10.3,11.32,87.5,1.3,1.1,1.6,1.9,2,2,0.3,-66.5,6.2,-70.5,-5.3,-0.1
04/10/2019 02:45,12.04,12.24,10.05,11.23,87.7,1.4,1.2,1.7,1.9,2,2,0.3,-65.8,5.5,-66.6,-5.6,-0.3
04/10/2019 02:50,11.94,12.18,9.88,11.19,88,1.4,1.2,1.7,2,2.1,2.1,0.1,-64.9,6.2,-64,-5.3,-0.1
04/10/2019 02:55,11.68,12.05,9.65,11.09,88.1,0.9,0.8,1.2,1.5,1.5,1.6,0.3,-64.3,6.2,-60.9,-5.6,-0.3
04/10/2019 03:00,11.73,11.98,9.63,11.04,88.4,1.1,0.9,1.4,1.6,1.7,1.8,0.1,-63,6.2,-59.9,-5,-0.1
04/10/2019 03:05,11.69,11.9,9.61,10.98,88.5,1.2,0.9,1.4,1.5,1.6,1.6,-0.1,-62.1,4.2,-58.6,-5,-0.1
04/10/2019 03:10,11.64,11.9,9.61,10.95,88.7,1,0.8,1.3,1.5,1.5,1.7,-0.1,-63.6,2.6,-58.8,-5.3,-0.1
04/10/2019 03:15,11.42,11.8,9.29,10.9,88.7,0.4,0.5,0.7,0.9,0.8,0.9,-0.1,-62.7,5.5,-57,-5.3,-0.1
04/10/2019 03:20,11.42,11.71,8.83,10.85,88.9,0.7,0.6,0.8,1,1.1,1.2,-0.3,-61.2,4.2,-53.2,-5.3,-0.3
04/10/2019 03:25,11.19,11.68,9.26,10.82,89.3,0.7,0.6,0.9,1.3,1.4,1.5,-0.1,-59.2,3.9,-51.9,-4.8,-0.1
04/10/2019 03:30,11.33,11.62,9.57,10.79,89.7,1,0.8,1.3,1.5,1.5,1.7,-0.5,-54.4,4.4,-48,-4.5,-0.1
04/10/2019 03:35,11.48,11.61,9.6,10.8,89.9,0.7,0.6,1,1.2,1.4,1.4,-1.3,-41.3,5.1,-33.7,-3.9,-0.1
04/10/2019 03:40,11.65,11.66,9.97,10.83,90,1.2,1,1.4,1.6,1.7,1.7,-1.9,-29.5,4.2,-24.7,-2.8,-0.1
04/10/2019 03:45,11.66,11.69,10.27,10.87,89.9,0.7,0.7,0.9,1.1,1.2,1.2,-2.1,-24.3,5.8,-20,-2,-0.3
04/10/2019 03:50,11.49,11.67,9.84,10.81,89.6,0.8,0.7,1.1,1.4,1.3,1.5,-0.7,-61,4.4,-61.4,-3.9,-0.1
04/10/2019 03:55,11.17,11.58,9.27,10.73,89.3,1,0.9,1.3,1.5,1.6,1.6,0.5,-69.7,3.9,-68.2,-5.3,-0.1
04/10/2019 04:00,11.23,11.48,9.01,10.64,89.4,1.2,1,1.4,1.7,1.7,1.9,0.7,-71.3,3.5,-67.6,-5.6,-0.1
04/10/2019 04:05,11.17,11.39,8.96,10.59,89.7,1.1,0.9,1.3,1.6,1.7,1.7,0.3,-70.6,4.9,-63.2,-5.8,-0.1
04/10/2019 04:10,10.91,11.28,8.32,10.53,90,0.6,0.6,0.9,1.1,1.2,1.3,0.3,-69.7,6.7,-58.1,-5.8,-0.3
04/10/2019 04:15,10.81,11.2,8.59,10.46,90.4,1.1,0.9,1.4,1.7,1.6,1.8,0.5,-69.3,6.2,-60.4,-5.6,-0.3
04/10/2019 04:20,10.85,11.13,8.83,10.43,90.8,1,0.8,1.2,1.5,1.3,1.5,0.1,-68.6,6.4,-61.2,-5.3,-0.1
04/10/2019 04:25,10.88,11.1,8.56,10.43,91.1,1.1,0.9,1.3,1.6,1.6,1.8,-0.1,-68,6.9,-58.1,-5.3,0.1
04/10/2019 04:30,10.98,11.1,8.92,10.42,91.2,1.3,1.1,1.6,1.8,1.9,2,-0.9,-62.1,7.6,-52.6,-5,0.1
04/10/2019 04:35,11.1,11.11,9.1,10.43,91.3,1.4,1.2,1.6,1.9,2,2,-1.7,-54.9,8.5,-46.7,-4.8,0.1
04/10/2019 04:40,11.13,11.18,9.42,10.46,91.2,1.3,1.1,1.7,2,2.2,2.2,-1.7,-50.1,9.8,-41.2,-4.2,0.1
04/10/2019 04:45,11.11,11.2,9.25,10.48,91,1.5,1.2,1.8,2,2.1,2.2,-1.1,-62.7,10.3,-55.7,-5,0.3
04/10/2019 04:50,11.11,11.2,9.15,10.44,90.7,1.6,1.3,1.9,2.1,2.3,2.3,-0.7,-68.2,11.2,-62,-5.3,0.3
04/10/2019 04:55,11.16,11.19,9.07,10.42,90.4,1.8,1.5,2.1,2.2,2.3,2.4,-0.7,-68.4,10.1,-65.6,-5.6,0.3
04/10/2019 05:00,11.02,11.24,9.15,10.44,90.2,1.6,1.3,1.9,2.2,2.2,2.3,-0.5,-68.4,6.4,-64.8,-5.6,0.3
04/10/2019 05:05,10.96,11.21,8.91,10.42,90.2,1.1,0.9,1.3,1.5,1.6,1.6,-0.3,-68.6,6.7,-63,-5.8,0.1
04/10/2019 05:10,10.92,11.13,8.71,10.36,90.2,1.2,1,1.5,1.7,1.7,1.8,-0.1,-68,8.9,-61.2,-5.8,0.1
04/10/2019 05:15,10.98,11.18,9.1,10.38,90.3,1.4,1.2,1.7,2,1.9,2.1,-0.5,-68.9,10.8,-63.8,-5.3,0.3
04/10/2019 05:20,10.89,11.14,8.85,10.35,90.2,0.9,0.8,1.2,1.3,1.3,1.4,-0.3,-66.2,10.8,-61.2,-5.6,0.1
04/10/2019 05:25,10.72,11.04,8.4,10.28,90.3,0.9,0.8,1.2,1.3,1.4,1.4,-0.1,-67.5,10.1,-58.6,-5.8,-0.1
04/10/2019 05:30,10.82,11.03,8.59,10.26,90.5,1.2,1,1.5,1.8,1.9,1.9,-0.7,-69.3,10.1,-61.4,-5.6,0.1
04/10/2019 05:35,10.66,11.04,8.59,10.29,90.7,1.1,0.9,1.3,1.5,1.6,1.6,-0.3,-69.1,10.5,-60.1,-5.6,0.1
04/10/2019 05:40,10.88,11.09,8.91,10.31,90.8,1.7,1.4,2,2.2,2.3,2.2,-0.9,-70.6,11.4,-62,-5.6,0.5
04/10/2019 05:45,10.98,11.09,9.02,10.33,90.8,1.7,1.4,2,2.3,2.4,2.4,-1.1,-71.9,12.6,-65.6,-5.6,0.5
04/10/2019 05:50,10.86,11.07,8.86,10.32,90.8,1.5,1.2,1.7,2,2.1,2.3,-0.7,-71.7,13,-65.3,-5.6,0.3
04/10/2019 05:55,10.79,11.06,8.71,10.32,90.9,1.3,1.1,1.6,1.8,2,2,-0.9,-67.8,13,-61.4,-5.3,0.3
04/10/2019 06:00,10.82,11.09,9.03,10.35,90.9,1.2,0.9,1.4,1.7,1.6,1.8,-0.9,-65.4,13.5,-57.8,-4.2,0.3
04/10/2019 06:05,10.88,11.13,8.96,10.37,90.8,1.3,1,1.5,1.7,1.8,1.8,-0.5,-70,13.7,-62.2,-3.4,0.7
04/10/2019 06:10,10.87,11.09,9,10.33,90.7,1.3,1.1,1.6,1.8,1.8,2,-0.7,-64.7,13.7,-55.5,-1.7,0.7
04/10/2019 06:15,10.89,11.09,9.26,10.34,90.9,0.9,0.8,1.2,1.5,1.4,1.7,-1.7,-35.6,14.2,-24.7,1.6,0.9
04/10/2019 06:20,11.15,11.17,9.91,10.42,91,1.1,0.9,1.3,1.6,1.5,1.7,-2.5,-22.3,12.3,-12.8,3.8,0.9
04/10/2019 06:25,11.22,11.25,10.29,10.49,91,1.4,1.2,1.7,2,2,2.2,-2.7,-16.8,17.6,-13.8,4.9,0.9
04/10/2019 06:30,11.31,11.31,10.29,10.53,90.8,1.4,1.1,1.7,2,2,2.1,-2.3,-30.2,18.2,-27,8.7,1.5
04/10/2019 06:35,11.28,11.33,10.25,10.55,90.7,0.7,0.7,1.1,1.4,1.5,1.6,-1.5,-32.8,18.7,-22.6,14.5,2.6
04/10/2019 06:40,11.41,11.37,10.2,10.59,90.5,1.1,0.9,1.3,1.6,1.6,1.7,-1.3,-47,18.9,-34.3,19.1,3.6
04/10/2019 06:45,11.46,11.43,10.3,10.62,90.4,1.2,1.1,1.5,1.7,1.7,1.9,-1.3,-41.8,18.9,-20.5,29.3,5.7
04/10/2019 06:50,11.68,11.54,10.56,10.71,90.4,1.5,1.2,1.7,2,2.2,2.1,-1.7,-42.2,20.1,-21.1,35.1,6.8
04/10/2019 06:55,11.95,11.68,10.85,10.8,90.1,1.9,1.6,2.2,2.5,2.6,2.7,-1.3,-40.2,21.4,-18.7,43.9,8.9
04/10/2019 07:00,12.06,11.81,11.04,10.87,89.4,1.8,1.5,2.1,2.3,2.6,2.5,13.7,-43.7,23.2,-16.1,56.5,11.4
04/10/2019 07:05,12.18,11.9,11.35,10.92,89,1.4,1.2,1.7,2,2,2.1,78.6,-48.5,25.3,-11.7,74.3,15.1
04/10/2019 07:10,12.12,11.93,11.16,10.94,88.7,1.6,1.3,1.9,2.1,2.2,2.2,62.1,-61.2,27.1,-26.8,69.7,13.5
04/10/2019 07:15,12.19,11.97,11.5,10.97,88.7,1.2,1,1.4,1.8,1.7,1.9,111.5,-62.7,26.9,-7.3,96.3,19.9
